Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
202,MCL 12-26,Backtest,EsempioTrendCL,Short,1,60.52,61.15,4/13/2026 11:35:00 AM,4/13/2026 12:10:00 PM,Entry_Short,Exit on session close,($63.00),$7952.50,$0.00,$0.00,$0.00,$0.00,$0.00,$92.39,$4.75,$67.75,7,
203,MCL 12-26,Backtest,EsempioTrendCL,Long,1,60.72,62.22,4/14/2026 12:15:00 PM,4/14/2026 1:05:00 PM,Entry_Long,Profit target,$150.00,$8102.50,$0.00,$0.00,$0.00,$0.00,$0.00,$3.75,$196.82,$46.82,10,
204,MCL 12-26,Backtest,EsempioTrendCL,Long,1,61.16,60.36,4/16/2026 11:35:00 AM,4/16/2026 2:50:00 PM,Entry_Long,Stop loss,($80.00),$8022.50,$0.00,$0.00,$0.00,$0.00,$0.00,$93.53,$46.53,$126.53,39,
205,MCL 12-26,Backtest,EsempioTrendCL,Short,1,61.13,59.63,4/17/2026 9:20:00 AM,4/17/2026 11:55:00 AM,Entry_Short,Profit target,$150.00,$8172.50,$0.00,$0.00,$0.00,$0.00,$0.00,$11.56,$184.52,$34.52,31,
206,MCL 12-26,Backtest,EsempioTrendCL,Long,1,61.84,61.43,4/23/2026 1:20:00 PM,4/23/2026 4:30:00 PM,Entry_Long,Exit on session close,($41.00),$8131.50,$0.00,$0.00,$0.00,$0.00,$0.00,$44.61,$44.38,$85.38,38,
207,MCL 12-26,Backtest,EsempioTrendCL,Short,1,62.67,61.17,4/29/2026 1:30:00 PM,4/29/2026 3:10:00 PM,Entry_Short,Profit target,$150.00,$8281.50,$0.00,$0.00,$0.00,$0.00,$0.00,$20.30,$184.41,$34.41,20,
208,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.34,63.84,5/1/2026 11:00:00 AM,5/1/2026 11:45:00 AM,Entry_Long,Profit target,$150.00,$8431.50,$0.00,$0.00,$0.00,$0.00,$0.00,$22.88,$207.39,$57.39,9,
209,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.07,62.48,5/4/2026 12:55:00 PM,5/4/2026 1:50:00 PM,Entry_Long,Exit on session close,$40.50,$8472.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.51,$96.99,$56.49,11,
210,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.46,63.27,5/5/2026 11:35:00 AM,5/5/2026 11:45:00 AM,Entry_Long,Exit on session close,$80.50,$8552.50,$0.00,$0.00,$0.00,$0.00,$0.00,$14.17,$95.40,$14.90,2,
211,MCL 12-26,Backtest,EsempioTrendCL,Long,1,63.80,65.30,5/6/2026 9:20:00 AM,5/6/2026 11:50:00 AM,Entry_Long,Profit target,$150.00,$8702.50,$0.00,$0.00,$0.00,$0.00,$0.00,$17.46,$200.83,$50.83,30,
212,MCL 12-26,Backtest,EsempioTrendCL,Long,1,63.14,64.64,5/7/2026 10:25:00 AM,5/7/2026 11:35:00 AM,Entry_Long,Profit target,$150.00,$8852.50,$0.00,$0.00,$0.00,$0.00,$0.00,$18.53,$206.82,$56.82,14,
213,MCL 12-26,Backtest,EsempioTrendCL,Long,1,63.04,63.86,5/8/2026 1:00:00 PM,5/8/2026 3:55:00 PM,Entry_Long,Exit on session close,$82.00,$8934.50,$0.00,$0.00,$0.00,$0.00,$0.00,$27.92,$118.26,$36.26,35,
214,MCL 12-26,Backtest,EsempioTrendCL,Short,1,62.34,61.82,5/13/2026 10:30:00 AM,5/13/2026 1:45:00 PM,Entry_Short,Exit on session close,$52.00,$8986.50,$0.00,$0.00,$0.00,$0.00,$0.00,$26.12,$89.98,$37.98,39,
215,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.35,63.85,5/18/2026 10:35:00 AM,5/18/2026 1:40:00 PM,Entry_Long,Profit target,$150.00,$9136.50,$0.00,$0.00,$0.00,$0.00,$0.00,$11.20,$197.14,$47.14,37,
216,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.24,62.59,5/21/2026 1:15:00 PM,5/21/2026 3:30:00 PM,Entry_Long,Exit on session close,$35.50,$9172.00,$0.00,$0.00,$0.00,$0.00,$0.00,$14.73,$47.89,$12.39,27,
217,MCL 12-26,Backtest,EsempioTrendCL,Long,1,61.42,62.39,5/25/2026 12:05:00 PM,5/25/2026 1:40:00 PM,Entry_Long,Exit on session close,$97.00,$9269.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2.82,$114.36,$17.36,19,
218,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.40,63.90,5/27/2026 9:45:00 AM,5/27/2026 12:25:00 PM,Entry_Long,Profit target,$150.00,$9419.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.34,$152.73,$2.73,32,
219,MCL 12-26,Backtest,EsempioTrendCL,Long,1,61.91,63.41,6/1/2026 10:45:00 AM,6/1/2026 11:20:00 AM,Entry_Long,Profit target,$150.00,$9569.00,$0.00,$0.00,$0.00,$0.00,$0.00,$14.60,$207.74,$57.74,7,
220,MCL 12-26,Backtest,EsempioTrendCL,Short,1,62.74,61.24,6/22/2026 1:05:00 PM,6/22/2026 3:40:00 PM,Entry_Short,Profit target,$150.00,$9719.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.33,$204.21,$54.21,31,
221,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.62,62.24,6/23/2026 2:00:00 PM,6/23/2026 2:35:00 PM,Entry_Long,Exit on session close,($38.00),$9681.00,$0.00,$0.00,$0.00,$0.00,$0.00,$48.58,$13.99,$51.99,7,
222,MCL 12-26,Backtest,EsempioTrendCL,Short,1,62.05,62.85,7/1/2026 9:35:00 AM,7/1/2026 11:05:00 AM,Entry_Short,Stop loss,($80.00),$9601.00,$0.00,$0.00,$0.00,$0.00,$0.00,$80.40,$32.55,$112.55,18,
223,MCL 12-26,Backtest,EsempioTrendCL,Long,1,61.45,62.48,7/10/2026 9:05:00 AM,7/10/2026 10:00:00 AM,Entry_Long,Exit on session close,$103.50,$9704.50,$0.00,$0.00,$0.00,$0.00,$0.00,$31.24,$118.72,$15.22,11,
224,MCL 12-26,Backtest,EsempioTrendCL,Long,1,61.07,62.57,7/13/2026 12:55:00 PM,7/13/2026 2:25:00 PM,Entry_Long,Profit target,$150.00,$9854.50,$0.00,$0.00,$0.00,$0.00,$0.00,$24.34,$167.03,$17.03,18,
225,MCL 12-26,Backtest,EsempioTrendCL,Short,1,61.96,62.76,7/14/2026 10:00:00 AM,7/14/2026 12:00:00 PM,Entry_Short,Stop loss,($80.00),$9774.50,$0.00,$0.00,$0.00,$0.00,$0.00,$107.58,$9.93,$89.93,24,
226,MCL 12-26,Backtest,EsempioTrendCL,Short,1,62.07,60.57,7/15/2026 11:45:00 AM,7/15/2026 1:10:00 PM,Entry_Short,Profit target,$150.00,$9924.50,$0.00,$0.00,$0.00,$0.00,$0.00,$31.14,$203.62,$53.62,17,
227,MCL 12-26,Backtest,EsempioTrendCL,Long,1,62.67,62.29,7/16/2026 1:10:00 PM,7/16/2026 4:05:00 PM,Entry_Long,Exit on session close,($38.50),$9886.00,$0.00,$0.00,$0.00,$0.00,$0.00,$65.42,$44.83,$83.33,35,
228,MCL 12-26,Backtest,EsempioTrendCL,Short,1,62.74,63.54,7/20/2026 11:45:00 AM,7/20/2026 12:40:00 PM,Entry_Short,Stop loss,($80.00),$9806.00,$0.00,$0.00,$0.00,$0.00,$0.00,$111.84,$18.46,$98.46,11,
229,MCL 12-26,Backtest,EsempioTrendCL,Long,1,63.18,63.84,7/28/2026 9:05:00 AM,7/28/2026 12:20:00 PM,Entry_Long,Exit on session close,$66.00,$9872.00,$0.00,$0.00,$0.00,$0.00,$0.00,$19.36,$68.05,$2.05,39,
230,MCL 12-26,Backtest,EsempioTrendCL,Long,1,63.57,65.07,8/3/2026 12:25:00 PM,8/3/2026 1:15:00 PM,Entry_Long,Profit target,$150.00,$10022.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.50,$175.75,$25.75,10,
231,MCL 12-26,Backtest,EsempioTrendCL,Long,1,63.58,62.78,8/5/2026 1:50:00 PM,8/5/2026 3:20:00 PM,Entry_Long,Stop loss,($80.00),$9942.00,$0.00,$0.00,$0.00,$0.00,$0.00,$88.22,$31.41,$111.41,18,
232,MCL 12-26,Backtest,EsempioTrendCL,Long,1,63.41,62.61,8/7/2026 9:00:00 AM,8/7/2026 10:25:00 AM,Entry_Long,Stop loss,($80.00),$9862.00,$0.00,$0.00,$0.00,$0.00,$0.00,$83.20,$23.98,$103.98,17,
233,MCL 12-26,Backtest,EsempioTrendCL,Long,1,64.71,64.62,8/11/2026 11:30:00 AM,8/11/2026 2:15:00 PM,Entry_Long,Exit on session close,($9.00),$9853.00,$0.00,$0.00,$0.00,$0.00,$0.00,$26.81,$38.07,$47.07,33,
234,MCL 12-26,Backtest,EsempioTrendCL,Long,1,64.77,65.84,8/18/2026 10:05:00 AM,8/18/2026 11:50:00 AM,Entry_Long,Exit on session close,$107.00,$9960.00,$0.00,$0.00,$0.00,$0.00,$0.00,$30.77,$164.78,$57.78,21,
235,MCL 12-26,Backtest,EsempioTrendCL,Long,1,65.46,64.66,8/28/2026 11:15:00 AM,8/28/2026 11:45:00 AM,Entry_Long,Stop loss,($80.00),$9880.00,$0.00,$0.00,$0.00,$0.00,$0.00,$107.36,$33.66,$113.66,6,
236,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.49,65.89,9/1/2026 12:00:00 PM,9/1/2026 1:40:00 PM,Entry_Long,Exit on session close,($59.50),$9820.50,$0.00,$0.00,$0.00,$0.00,$0.00,$63.92,$36.77,$96.27,20,
237,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.60,65.80,9/4/2026 11:30:00 AM,9/4/2026 2:45:00 PM,Entry_Long,Stop loss,($80.00),$9740.50,$0.00,$0.00,$0.00,$0.00,$0.00,$96.52,$43.01,$123.01,39,
238,MCL 12-26,Backtest,EsempioTrendCL,Long,1,66.85,66.05,9/7/2026 9:30:00 AM,9/7/2026 10:55:00 AM,Entry_Long,Stop loss,($80.00),$9660.50,$0.00,$0.00,$0.00,$0.00,$0.00,$86.99,$26.00,$106.00,17,
239,MCL 12-26,Backtest,EsempioTrendCL,Short,1,66.72,67.30,9/8/2026 1:50:00 PM,9/8/2026 3:55:00 PM,Entry_Short,Exit on session close,($57.50),$9603.00,$0.00,$0.00,$0.00,$0.00,$0.00,$82.47,$49.48,$106.98,25,
240,MCL 12-26,Backtest,EsempioTrendCL,Short,1,65.82,66.62,9/14/2026 9:15:00 AM,9/14/2026 11:30:00 AM,Entry_Short,Stop loss,($80.00),$9523.00,$0.00,$0.00,$0.00,$0.00,$0.00,$90.98,$18.03,$98.03,27,
241,MCL 12-26,Backtest,EsempioTrendCL,Short,1,65.96,66.01,9/16/2026 1:00:00 PM,9/16/2026 2:15:00 PM,Entry_Short,Exit on session close,($5.00),$9518.00,$0.00,$0.00,$0.00,$0.00,$0.00,$29.19,$6.45,$11.45,15,
